period,value,index_ratio,imputed_weight_share,coverage_ratio,n_quotes,n_strata_reported,imputation_ceiling_breached,is_base,config_hash,panel_hash,weights_vintage
2026-09-11,109.7843668245164,1.0431257240324208,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-12,108.32687105169572,0.9867240134913708,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-13,106.06307096613637,0.9791021372298382,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-14,99.9969676527785,0.9428066408213407,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-15,100.89631365261225,1.0089937327195417,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-16,99.18778313457568,0.9830664723399205,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-17,99.69629326790186,1.005126741593128,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-18,102.17498739587963,1.0248624502148447,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-19,100.33551835838135,0.9819968753177213,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-20,101.29980950579062,1.0096106659255497,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-21,100.57700137563691,0.9928646644679782,0.11928338214993005,0.9642857142857143,2430,405,True,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-22,96.24345898415184,0.9569131875854991,0.11928338214993005,0.9642857142857143,2430,405,True,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-23,98.84927302715603,1.0270752326496628,0.11928338214993005,0.9642857142857143,2430,405,True,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-24,98.79775026467516,0.9994787744926893,0.11928338214993005,0.9642857142857143,2520,405,True,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-25,103.38777556793057,1.0464588038792273,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-26,101.82639136137803,0.984897787016158,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-27,103.3308801457648,1.0147750378293128,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-28,101.98693013561287,0.9869937233839867,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-29,103.57791418000352,1.01559988169342,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
2026-09-30,105.69624890608155,1.0204516063375892,0.0,1.0,2520,420,False,False,8eac16ab1440eadd8c29cc1f5a84af267b0a3bfe65f53c55d640b3f43c7261b2,45deeaa7cc747ec18ec494760e4ed3b398f2c930769a25a410affa4a5a1cd772,dgca-2025-city-pairs-r2
